"id","light","temp","date_birth","date_death","May_09_2013","May_10_2013","May_11_2013","May_12_2013","May_13_2013","May_14_2013","May_15_2013","May_16_2013","May_17_2013","May_18_2013","May_19_2013","May_20_2013","May_21_2013","May_22_2013","May_23_2013","May_24_2013","May_25_2013","May_26_2013","May_27_2013","May_28_2013","May_29_2013","May_30_2013","May_31_2013","Jun_01_2013","Jun_02_2013","Jun_03_2013","Jun_04_2013","Jun_05_2013","Jun_06_2013","Jun_07_2013","Jun_08_2013","Jun_09_2013","Jun_10_2013","Jun_11_2013","Jun_12_2013","Jun_13_2013","Jun_14_2013","Jun_15_2013","Jun_16_2013","Jun_17_2013","Jun_18_2013","Jun_19_2013","Jun_20_2013","Jun_21_2013","Jun_22_2013","Jun_23_2013"
"AF155","bright","cold","May_10_2013","Jun_15_2013",0,0,0,1,1,0,0,1,"1","0","1","1","0","1","0","1","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"AF156","dim","cold","May_11_2013","Jun_21_2013",0,0,0,0,0,0,1,1,"0","0","1","0","1","1","0","1","0","1","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"AF157","dim","cold","May_12_2013","Jun_14_2013",0,0,0,0,0,1,1,0,"0","1","0","0","1","0","1","0","1","1","0","1","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF159","dim","cold","May_11_2013","Jun_17_2013",0,0,0,0,0,1,1,0,"0","2","0","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF160","bright","cold","May_12_2013","Jun_11_2013",0,0,0,0,0,1,1,0,"1","1","0","0","1","1","0","1","0","0","1","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF161","bright","cold","May_12_2013",NA,0,0,0,0,0,1,1,0,"1","0","1","0","0","1","0","0","1","0","0","1","1","1","0","0","0","1","1","0","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM"
"AF162","bright","cold","May_10_2013","Jun_12_2013",0,0,0,0,1,1,0,0,"1","1","0","0","1","1","1","0","1","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF163","dim","cold","May_12_2013","Jun_11_2013",0,0,0,0,0,1,1,0,"0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF164","dim","cold","May_11_2013","Jun_19_2013",0,0,0,0,0,1,1,0,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"AF165","dim","cold","May_12_2013","Jun_10_2013",0,0,0,0,0,1,1,0,"0","1","1","0","0","1","0","0","1","1","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF166","dim","cold","May_12_2013","Jun_17_2013",0,0,0,0,1,0,1,0,"1","1","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"AF167","bright","cold","May_11_2013","Jun_17_2013",0,0,0,0,1,0,1,0,"1","1","0","1","0","1","0","0","0","0","2","0","0","2","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF169","dim","cold","May_12_2013","Jun_10_2013",0,0,0,0,1,0,1,0,"0","1","1","0","0","1","0","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF171","bright","cold","May_10_2013","Jun_11_2013",0,0,0,1,1,0,1,1,"0","1","1","0","0","0","1","0","1","0","0","0","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF172","dim","cold","May_11_2013","Jun_11_2013",0,0,0,0,1,0,1,0,"1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF173","dim","cold","May_10_2013",NA,0,0,0,1,0,1,0,0,"1","1","0","1","0","1","0","1","0","1","0","1","0","0","0","0","2","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM"
"AF174","dim","cold","May_11_2013",NA,0,0,0,0,0,1,0,1,"0","1","0","1","0","1","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","1","1","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM"
"AF175","bright","cold","May_12_2013","Jun_18_2013",0,0,0,0,2,0,0,1,"1","0","1","0","0","1","0","1","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"AF176","bright","cold","May_10_2013",NA,0,0,0,0,1,1,0,1,"0","1","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM"
"AF177","dim","cold","May_10_2013","Jun_10_2013",0,0,0,0,1,0,1,0,"1","0","1","0","0","1","1","0","0","0","1","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF179","bright","cold","May_11_2013","Jun_12_2013",0,0,0,1,0,1,0,0,"1","0","2","0","1","0","1","0","1","0","1","0","1","0","2","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"AF180","dim","cold","May_10_2013",NA,0,0,0,1,0,1,1,0,"CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM"
"AF181","dim","cold","May_12_2013","Jun_10_2013",0,0,0,0,0,1,1,0,"0","0","2","0","0","0","1","0","0","1","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF182","dim","cold","May_11_2013","Jun_07_2013",0,0,0,2,0,1,0,0,"1","0","1","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF184","bright","cold","May_11_2013","Jun_11_2013",0,0,0,1,0,1,0,0,"1","1","0","1","1","0","0","1","0","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF185","bright","cold","May_10_2013","Jun_10_2013",0,0,0,0,1,1,0,0,"1","1","1","0","0","1","0","1","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF186","dim","cold","May_12_2013","Jun_14_2013",0,0,0,1,1,0,0,0,"1","0","1","1","0","0","1","0","0","1","0","0","1","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF187","bright","cold","May_11_2013",NA,0,0,1,1,0,0,1,0,"1","1","0","0","1","0","1","0","1","1","0","0","0","2","0","1","0","0","0","0","1","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM"
"AF188","dim","cold","May_11_2013","Jun_18_2013",0,0,0,1,0,0,0,1,"0","2","0","0","1","0","1","0","0","1","0","1","0","0","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF189","dim","cold","May_12_2013",NA,0,0,0,0,1,0,0,1,"0","1","1","0","0","0","1","1","0","0","1","0","0","1","0","1","0","2","0","0","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM"
"AF190","bright","cold","May_12_2013","Jun_14_2013",0,0,0,0,0,1,1,0,"1","0","1","0","1","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF192","dim","cold","May_10_2013","Jun_17_2013",0,0,0,0,1,1,0,0,"1","1","0","1","0","1","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF193","dim","hot","May_11_2013","Jun_06_2013",0,0,0,0,1,2,0,0,"1","1","1","0","0","1","1","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF194","bright","hot","May_11_2013","Jun_10_2013",0,0,0,0,1,2,1,1,"0","1","0","1","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF195","dim","hot","May_10_2013","Jun_07_2013",0,0,1,1,1,1,0,1,"0","1","1","0","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF196","bright","hot","May_11_2013",NA,0,0,0,0,0,2,1,0,"1","0","1","0","1","1","0","1","0","0","1","1","1","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM"
"AF198","dim","hot","May_11_2013","Jun_06_2013",0,0,0,0,1,1,0,0,"1","0","1","0","1","1","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF199","dim","hot","May_11_2013","Jun_12_2013",0,0,0,0,0,2,1,0,"0","1","1","0","1","0","1","1","0","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF202","dim","hot","May_11_2013","Jun_07_2013",0,0,0,0,1,2,0,0,"1","1","0","1","0","1","1","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF203","dim","hot","May_11_2013","Jun_05_2013",0,0,0,1,1,1,1,0,"1","1","0","0","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF204","bright","hot","May_10_2013","Jun_07_2013",0,0,0,1,1,1,1,0,"1","0","0","0","2","1","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF206","bright","hot","May_10_2013","Jun_03_2013",0,0,0,2,2,0,1,0,"1","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF207","bright","hot","May_10_2013","Jun_10_2013",0,0,0,1,2,0,1,0,"1","0","1","1","0","1","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF208","bright","hot","May_13_2013","Jun_10_2013",0,0,0,0,0,0,2,0,"2","0","1","0","1","0","1","0","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF209","dim","hot","May_11_2013","Jun_12_2013",0,0,0,0,1,2,0,0,"1","1","1","0","0","1","1","0","1","0","0","0","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF210","dim","hot","May_10_2013","Jun_11_2013",0,0,0,1,1,1,1,0,"1","0","1","1","0","0","1","0","2","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF211","dim","hot","May_11_2013","Jun_07_2013",0,0,0,0,1,2,0,1,"0","1","0","1","0","1","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF212","dim","hot","May_11_2013","Jun_11_2013",0,0,0,0,1,1,1,1,"0","0","1","1","0","1","1","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF213","bright","hot","May_12_2013","Jun_06_2013",0,0,0,0,0,3,0,0,"1","1","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF214","dim","hot","May_10_2013","Jun_04_2013",0,0,0,1,1,1,1,0,"0","1","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF215","dim","hot","May_11_2013","Jun_11_2013",0,0,0,0,1,1,0,1,"0","0","2","0","0","1","1","0","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF216","bright","hot","May_10_2013","Jun_05_2013",0,0,0,0,2,1,1,0,"1","0","1","0","1","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF217","dim","hot","May_12_2013","Jun_10_2013",0,0,0,1,0,1,0,1,"1","0","1","0","1","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF218","bright","hot","May_11_2013","Jun_07_2013",0,0,0,0,1,1,1,1,"0","1","0","0","1","1","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF219","dim","hot","May_12_2013","Jun_05_2013",0,0,0,0,1,0,1,1,"1","0","1","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF220","dim","hot","May_12_2013","Jun_05_2013",0,0,0,0,1,1,0,1,"1","0","1","0","1","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF221","bright","hot","May_11_2013","Jun_13_2013",0,0,0,0,0,1,0,2,"0","2","0","0","0","2","0","0","2","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF222","bright","hot","May_11_2013","Jun_06_2013",0,0,0,0,1,2,0,1,"1","0","0","1","1","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF224","dim","hot","May_11_2013","Jun_06_2013",0,0,0,0,1,2,0,0,"1","1","0","1","0","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF226","bright","hot","May_10_2013","Jun_10_2013",0,0,0,1,2,1,0,0,"1","0","1","1","1","0","1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF227","bright","hot","May_10_2013","Jun_05_2013",0,0,0,1,1,1,0,1,"1","1","0","0","1","1","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF228","bright","hot","May_10_2013",NA,0,0,0,1,1,0,1,1,"1","0","0","1","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM","CONTAM"
"AF229","dim","hot","May_10_2013","Jun_07_2013",0,0,0,1,1,1,0,1,"0","1","1","0","0","1","0","2","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF231","bright","hot","May_11_2013","Jun_11_2013",0,0,0,0,1,2,0,1,"1","0","0","1","1","1","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF233","bright","hot","May_12_2013","Jun_14_2013",0,0,0,0,1,1,1,1,"0","1","0","1","0","1","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF234","bright","hot","May_12_2013","Jun_06_2013",0,0,0,0,0,1,1,0,"1","1","0","0","1","1","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF235","dim","hot","May_11_2013","Jun_03_2013",0,0,0,0,1,1,0,1,"0","2","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF236","dim","hot","May_10_2013","Jun_11_2013",0,0,0,1,1,1,0,1,"1","0","1","0","1","0","1","0","2","0","0","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF237","dim","hot","May_11_2013","Jun_10_2013",0,0,0,0,1,2,0,0,"1","1","0","0","0","1","1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF238","dim","hot","May_11_2013","Jun_11_2013",0,0,0,0,1,1,1,0,"1","0","1","1","1","0","0","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF239","bright","hot","May_10_2013","Jun_05_2013",0,0,0,1,1,1,0,0,"2","0","1","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AF240","bright","hot","May_11_2013","Jun_06_2013",0,0,0,0,1,2,0,1,"1","0","1","0","1","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
